firstname,lastname,date_of_birth,primary_poc,phone_number,email,student_address,client_name,client_type,client_address,vaccine_manufacturer,vaccine_manufacturer_address,vaccine_manufacturer_phone_number,vaccine_manufacturer_email,vaccine_type,vaccine_provider_name,vaccine_provider_address,vaccine_provider_phone_number,notes,health_insurance_provider,health_insurance_group,health_insurance_phone_number,dose_1,dose_2
Caryl,Mallon,1911-11-22,Cyb,146828798,Caryl.Mallon@gmail.com,123 Lexington Ave.,Hunter,cafe,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,allergic to first dose,Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-04-03,2021-05-11
Valeda,Chinua,2010-03-10,Merci,533592825,Valeda.Chinua@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Lehman,institution,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-01-02,2021-05-11
Cherrita,Audly,1902-05-29,Jemie,654466133,Cherrita.Audly@gmail.com," 4 Old Shore Rd. San Franciso",Lehman,college,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-01-07,2021-05-11
Kara-Lynn,Millda,2007-04-12,Monika,631954102,Kara-Lynn.Millda@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Hunter,library,"695 Park Ave, New York, NY 10065",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-02-19,NULL
Teddie,Rocray,1995-02-06,Gusty,912721708,Teddie.Rocray@gmail.com," 4 Old Shore Rd. San Franciso",Hunter,library,"695 Park Ave, New York, NY 10065",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2020-12-28,2021-05-11
Maud,Iphlgenia,1954-02-09,Fernande,144382959,Maud.Iphlgenia@gmail.com,5 OakLeaf Boulvd. 101123,Hunter,college,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,allergic to first dose,Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-02-27,2021-05-11
Gisela,Lacombe,2011-04-19,Lusa,783142438,Gisela.Lacombe@gmail.com,76 AstoriaBlvd,Lehman,library,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected",CVS,CVSgroup,1(800)-567-3875,2021-01-29,2021-05-11
Dulcinea,Abram,1931-06-01,Roslyn,73887462,Dulcinea.Abram@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Lehman,library,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects",CVS,CVSgroup,1(800)-567-3875,2021-02-26,2021-05-11
Goldie,Fulmer,1941-04-19,Lucy,487828331,Goldie.Fulmer@gmail.com," 4 Old Shore Rd. San Franciso",Brooklyn,institution,"2900 Bedford Ave, Brooklyn, NY 11210",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2020-12-30,2021-05-11
Josephine,Edee,1980-01-13,Isa,831382763,Josephine.Edee@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Baruch,cafe,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects,previous exposure,new strain detected",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-01-08,2021-05-11
Mallory,Harned,1935-06-06,Penelopa,196680453,Mallory.Harned@gmail.com," 4 Old Shore Rd. San Franciso",Hunter,college,"695 Park Ave, New York, NY 10065",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected",CVS,CVSgroup,1(800)-567-3875,2021-02-09,2021-05-11
Wendi,Rhu,2010-01-25,Dotty,858006501,Wendi.Rhu@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Lehman,cafe,"250 Bedford Park Blvd W, Bronx, NY 10468",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure",CVS,CVSgroup,1(800)-567-3875,2021-02-04,2021-05-11
Althea,Frodi,1901-01-24,Nelle,598052867,Althea.Frodi@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Baruch,institution,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-03-21,2021-05-11
Mariann,Stefa,1907-04-10,Goldie,906948158,Mariann.Stefa@gmail.com,5 OakLeaf Boulvd. 101123,Lehman,cafe,"250 Bedford Park Blvd W, Bronx, NY 10468",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure,new strain detected",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-03-03,2021-05-11
Minne,Wenoa,1910-05-02,Eolanda,477554297,Minne.Wenoa@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Lehman,library,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",CVS,CVSgroup,1(800)-567-3875,2021-01-11,2021-05-11
Emilia,Terrence,1925-08-25,Coral,278929689,Emilia.Terrence@gmail.com,5 OakLeaf Boulvd. 101123,Brooklyn,college,"2900 Bedford Ave, Brooklyn, NY 11210",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-01-07,2021-05-11
Emma,Dichy,1916-04-16,Cassandra,939234002,Emma.Dichy@gmail.com,5 OakLeaf Boulvd. 101123,Hunter,cafe,"695 Park Ave, New York, NY 10065",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure,new strain detected",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-01-08,NULL
Pamella,Mich,1961-04-04,Giustina,496864789,Pamella.Mich@gmail.com,123 Lexington Ave.,Hunter,cafe,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,allergic to first dose,Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-01-07,2021-05-11
Darci,Vins,2003-02-03,Elsie,274131541,Darci.Vins@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Baruch,cafe,"55 Lexington Ave, New York, NY 10010",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,allergic to first dose,Anthem Inc.,Anthem Inc.group,1(453)987-0900,2020-12-23,2021-05-11
Rori,Adrienne,1911-02-23,Bobbi,523752122,Rori.Adrienne@gmail.com,76 AstoriaBlvd,Lehman,institution,"250 Bedford Park Blvd W, Bronx, NY 10468",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,allergic to first dose,CVS,CVSgroup,1(800)-567-3875,2021-01-07,NULL
Clo,Emerson,1986-06-20,Gratia,378789389,Clo.Emerson@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Baruch,library,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-04-05,2021-05-11
Gretal,Sigfrid,1932-10-02,Mireielle,328949683,Gretal.Sigfrid@gmail.com,123 Lexington Ave.,Baruch,library,"55 Lexington Ave, New York, NY 10010",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure,new strain detected",CVS,CVSgroup,1(800)-567-3875,2021-01-09,2021-05-11
Jacenta,Crudden,1980-08-29,Kristina,317590278,Jacenta.Crudden@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Brooklyn,college,"2900 Bedford Ave, Brooklyn, NY 11210",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure,new strain detected",CVS,CVSgroup,1(800)-567-3875,2021-02-20,NULL
Thalia,Fleeta,1925-08-08,Iseabal,718994526,Thalia.Fleeta@gmail.com," 4 Old Shore Rd. San Franciso",Lehman,cafe,"250 Bedford Park Blvd W, Bronx, NY 10468",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure,new strain detected",CVS,CVSgroup,1(800)-567-3875,2021-04-06,2021-05-11
Frieda,Cressida,1917-10-26,Frank,990852794,Frieda.Cressida@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Brooklyn,college,"2900 Bedford Ave, Brooklyn, NY 11210",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-01-01,2021-05-11
Kristina,Riordan,1971-01-03,Bernie,702001445,Kristina.Riordan@gmail.com,5 OakLeaf Boulvd. 101123,Brooklyn,college,"2900 Bedford Ave, Brooklyn, NY 11210",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure,new strain detected",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-01-23,2021-05-11
Rebeca,Swanhildas,1994-11-15,Zsa Zsa,322191272,Rebeca.Swanhildas@gmail.com," 4 Old Shore Rd. San Franciso",Hunter,college,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-01-20,2021-05-11
Mariele,Toor,1992-07-18,Adore,954152364,Mariele.Toor@gmail.com,5 OakLeaf Boulvd. 101123,Brooklyn,library,"2900 Bedford Ave, Brooklyn, NY 11210",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure,new strain detected",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-02-16,NULL
Aimil,Thar,1960-05-24,Justinn,242728520,Aimil.Thar@gmail.com," 4 Old Shore Rd. San Franciso",Baruch,library,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,allergic to first dose,CVS,CVSgroup,1(800)-567-3875,2021-03-23,2021-05-11
Nananne,Kelula,1942-08-23,Willetta,31375791,Nananne.Kelula@gmail.com," 4 Old Shore Rd. San Franciso",Baruch,cafe,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-03-31,2021-05-11
Lanae,Kinnard,1931-05-25,Edyth,461615947,Lanae.Kinnard@gmail.com,123 Lexington Ave.,Hunter,college,"695 Park Ave, New York, NY 10065",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2020-12-24,2021-05-11
Wynne,Mendez,1944-04-03,Max,706269305,Wynne.Mendez@gmail.com,123 Lexington Ave.,Lehman,institution,"250 Bedford Park Blvd W, Bronx, NY 10468",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-02-12,2021-05-11
Antonietta,Kendrick,2011-12-30,Ericka,32799286,Antonietta.Kendrick@gmail.com,5 OakLeaf Boulvd. 101123,Lehman,library,"250 Bedford Park Blvd W, Bronx, NY 10468",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",United Healthcare,United Healthcaregroup,1(800)-675-8943,2021-02-12,NULL
Britte,Rebecka,1981-04-28,Keelia,233497229,Britte.Rebecka@gmail.com,76 AstoriaBlvd,Baruch,institution,"55 Lexington Ave, New York, NY 10010",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-01-20,NULL
Britte,Pillsbury,1928-07-22,Nelle,537273764,Britte.Pillsbury@gmail.com,5 OakLeaf Boulvd. 101123,Baruch,institution,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,"allergic to first dose,severe side effects,previous exposure,new strain detected,has antibodies",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2020-12-28,2021-05-11
Ada,Vivle,1934-08-03,Annora,572135178,Ada.Vivle@gmail.com," 4 Old Shore Rd. San Franciso",Brooklyn,institution,"2900 Bedford Ave, Brooklyn, NY 11210",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,CVS Pharmacy,"5 E. Grandrose Rd. Duarte, CA 91010",1(718)-965-7845,allergic to first dose,Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-02-15,NULL
Sheelagh,Mandler,1988-07-28,Bernie,182250184,Sheelagh.Mandler@gmail.com,123 Lexington Ave.,Baruch,cafe,"55 Lexington Ave, New York, NY 10010",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Palmetto Gardens Site,"316 Center Street Jacksonville, NC 28540",1(316)-908-9099,allergic to first dose,Kaiser Foundation,Kaiser Foundationgroup,1(915)-675-9999,2021-03-04,NULL
Noelle,Beniamino,1949-03-31,Lanae,156717421,Noelle.Beniamino@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Brooklyn,cafe,"2900 Bedford Ave, Brooklyn, NY 11210",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-03-11,2021-05-11
Emylee,Creamer,1910-08-31,Lynea,296369245,Emylee.Creamer@gmail.com,76 AstoriaBlvd,Hunter,cafe,"695 Park Ave, New York, NY 10065",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure,new strain detected",CVS,CVSgroup,1(800)-567-3875,2021-01-23,2021-05-11
Wilma,Kinnard,2019-02-23,Caritta,143787012,Wilma.Kinnard@gmail.com,5 OakLeaf Boulvd. 101123,Lehman,college,"250 Bedford Park Blvd W, Bronx, NY 10468",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,"allergic to first dose,severe side effects,previous exposure,new strain detected",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2021-02-11,NULL
Leeanne,Dom,1905-12-21,Marcy,582838240,Leeanne.Dom@gmail.com,5 OakLeaf Boulvd. 101123,Baruch,institution,"55 Lexington Ave, New York, NY 10010",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure",CVS,CVSgroup,1(800)-567-3875,2021-02-18,NULL
Dione,Seligman,1936-11-22,Dania,389054245,Dione.Seligman@gmail.com,123 Lexington Ave.,Lehman,cafe,"250 Bedford Park Blvd W, Bronx, NY 10468",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Duane Reade,"58 W. Market Dr. Copperas Cove, TX 76522",1(817)-877-9087,"allergic to first dose,severe side effects",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-03-05,2021-05-11
Joy,Amadas,2008-04-05,Mireielle,656841623,Joy.Amadas@gmail.com,"154 SheepsheadBay Brooklyn, 11223",Lehman,library,"250 Bedford Park Blvd W, Bronx, NY 10468",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects,previous exposure,new strain detected",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-01-27,NULL
Carlie,McCutcheon,1976-10-03,Evaleen,64887489,Carlie.McCutcheon@gmail.com,76 AstoriaBlvd,Brooklyn,library,"2900 Bedford Ave, Brooklyn, NY 11210",Pfizer,"235 East 42nd Street NY, NY 10017",1(800)-879-3477,Pfizer@gmail.com,mRNA,Javits Center,"7920 Hudson Street Powder Springs, GA 30127",1(888)908-4576,"allergic to first dose,severe side effects,previous exposure,new strain detected",Cigna Health,Cigna Healthgroup,1(546)-988-6778,2020-12-29,2021-05-11
Zsa Zsa,Francene,1920-06-05,Dania,757631670,Zsa Zsa.Francene@gmail.com,76 AstoriaBlvd,Baruch,college,"55 Lexington Ave, New York, NY 10010",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Rite Aid,"934 Brookside St. Fort Myers, FL 33905",1(917)-897-9087,allergic to first dose,CVS,CVSgroup,1(800)-567-3875,2021-03-06,2021-05-11
Kellen,Skell,1995-08-29,Marjie,88309568,Kellen.Skell@gmail.com,76 AstoriaBlvd,Brooklyn,college,"2900 Bedford Ave, Brooklyn, NY 11210",Moderna,"200 Technology Square, Cambridge, MA 02139",1(617)-714-6500,Moderna@gmail.com,mRNA,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects",CVS,CVSgroup,1(800)-567-3875,2021-01-04,2021-05-11
Zia,Isidore,2003-02-15,Halette,415318034,Zia.Isidore@gmail.com," 4 Old Shore Rd. San Franciso",Brooklyn,library,"2900 Bedford Ave, Brooklyn, NY 11210",Johnson & Johnson,"601 W 26th St #1601, New York, NY 10001",1(646)-312-1000,Johnson&Johnson@gmail.com,Viral Vector,Walgreens Pharmacy,"351 N. Philmont Ave. Ithaca, NY 14850",1(212)-756-9898,"allergic to first dose,severe side effects",Anthem Inc.,Anthem Inc.group,1(453)987-0900,2021-02-12,NULL
